"Notes"	"State"	"State Code"	"Month, Year"	"Month, Year Code"	Avg Daily Precipitation (mm)	# of Observations for Daily Precipitation	Min Daily Precipitation	Max Daily Precipitation
	"Delaware"	"10"	"Feb, 2010"	"2010/02"	3.45	924	0.00	35.80
	"Delaware"	"10"	"Mar, 2010"	"2010/03"	5.17	1023	0.00	53.50
	"Delaware"	"10"	"Apr, 2010"	"2010/04"	1.59	990	0.00	21.70
	"Delaware"	"10"	"May, 2010"	"2010/05"	1.92	1023	0.00	38.90
	"Delaware"	"10"	"Jun, 2010"	"2010/06"	1.90	990	0.00	22.40
	"Delaware"	"10"	"Jul, 2010"	"2010/07"	3.27	1023	0.00	57.00
	"Delaware"	"10"	"Aug, 2010"	"2010/08"	2.94	1023	0.00	64.00
	"Delaware"	"10"	"Sep, 2010"	"2010/09"	4.00	990	0.00	103.50
	"Delaware"	"10"	"Oct, 2010"	"2010/10"	4.28	1023	0.00	80.50
	"Delaware"	"10"	"Nov, 2010"	"2010/11"	1.39	990	0.00	39.70
	"Delaware"	"10"	"Dec, 2010"	"2010/12"	1.74	1023	0.00	34.20
	"Delaware"	"10"	"Jan, 2011"	"2011/01"	2.58	1023	0.00	34.30
	"Delaware"	"10"	"Feb, 2011"	"2011/02"	2.07	924	0.00	22.80
	"Delaware"	"10"	"Mar, 2011"	"2011/03"	3.47	1023	0.00	57.60
	"Delaware"	"10"	"Apr, 2011"	"2011/04"	2.86	990	0.00	48.10
	"Delaware"	"10"	"May, 2011"	"2011/05"	1.87	1023	0.00	29.60
	"Delaware"	"10"	"Jun, 2011"	"2011/06"	1.95	990	0.00	19.70
	"Delaware"	"10"	"Jul, 2011"	"2011/07"	2.65	1023	0.00	37.20
	"Delaware"	"10"	"Aug, 2011"	"2011/08"	9.93	1023	0.00	163.20
	"Delaware"	"10"	"Sep, 2011"	"2011/09"	4.98	990	0.00	81.70
	"Delaware"	"10"	"Oct, 2011"	"2011/10"	2.44	1023	0.00	40.80
	"Delaware"	"10"	"Nov, 2011"	"2011/11"	2.82	990	0.00	39.30
	"Delaware"	"10"	"Dec, 2011"	"2011/12"	1.84	1023	0.00	34.50
"Total"	"Delaware"	"10"			3.10	397749	0.00	177.70
	"District of Columbia"	"11"	"Jan, 1979"	"1979/01"	6.06	31	0.00	28.90
	"District of Columbia"	"11"	"Feb, 1979"	"1979/02"	5.31	28	0.00	39.50
	"District of Columbia"	"11"	"Mar, 1979"	"1979/03"	2.69	31	0.00	36.20
	"District of Columbia"	"11"	"Apr, 1979"	"1979/04"	1.90	30	0.00	12.60
	"District of Columbia"	"11"	"May, 1979"	"1979/05"	3.56	31	0.00	18.10
	"District of Columbia"	"11"	"Jun, 1979"	"1979/06"	3.83	30	0.00	36.80
	"District of Columbia"	"11"	"Jul, 1979"	"1979/07"	3.33	31	0.00	33.20
	"District of Columbia"	"11"	"Aug, 1979"	"1979/08"	6.21	31	0.00	23.90
	"District of Columbia"	"11"	"Sep, 1979"	"1979/09"	7.12	30	0.00	77.90
	"District of Columbia"	"11"	"Oct, 1979"	"1979/10"	4.95	31	0.00	45.50
	"District of Columbia"	"11"	"Nov, 1979"	"1979/11"	2.31	30	0.00	24.30
	"District of Columbia"	"11"	"Dec, 1979"	"1979/12"	0.83	31	0.00	10.50
	"District of Columbia"	"11"	"Jan, 1980"	"1980/01"	2.29	31	0.00	26.10
	"District of Columbia"	"11"	"Feb, 1980"	"1980/02"	0.98	29	0.00	6.70
	"District of Columbia"	"11"	"Mar, 1980"	"1980/03"	4.51	31	0.00	30.40
	"District of Columbia"	"11"	"Apr, 1980"	"1980/04"	3.89	30	0.00	22.20
	"District of Columbia"	"11"	"May, 1980"	"1980/05"	3.00	31	0.00	28.70
	"District of Columbia"	"11"	"Jun, 1980"	"1980/06"	1.88	30	0.00	8.50
	"District of Columbia"	"11"	"Jul, 1980"	"1980/07"	3.42	31	0.00	20.50
	"District of Columbia"	"11"	"Aug, 1980"	"1980/08"	2.17	31	0.00	15.70
	"District of Columbia"	"11"	"Sep, 1980"	"1980/09"	1.63	30	0.00	19.10
	"District of Columbia"	"11"	"Oct, 1980"	"1980/10"	2.36	31	0.00	39.00
	"District of Columbia"	"11"	"Nov, 1980"	"1980/11"	2.68	30	0.00	26.90
	"District of Columbia"	"11"	"Dec, 1980"	"1980/12"	0.65	31	0.00	8.30
	"District of Columbia"	"11"	"Jan, 1981"	"1981/01"	0.36	31	0.00	4.60
	"District of Columbia"	"11"	"Feb, 1981"	"1981/02"	3.24	28	0.00	16.00
	"District of Columbia"	"11"	"Mar, 1981"	"1981/03"	1.32	31	0.00	12.70
	"District of Columbia"	"11"	"Apr, 1981"	"1981/04"	2.89	30	0.00	24.40
	"District of Columbia"	"11"	"May, 1981"	"1981/05"	2.77	31	0.00	16.90
	"District of Columbia"	"11"	"Jun, 1981"	"1981/06"	3.01	30	0.00	15.70
	"District of Columbia"	"11"	"Jul, 1981"	"1981/07"	4.30	31	0.00	35.70
	"District of Columbia"	"11"	"Aug, 1981"	"1981/08"	3.15	31	0.00	32.20
	"District of Columbia"	"11"	"Sep, 1981"	"1981/09"	1.84	30	0.00	20.70
	"District of Columbia"	"11"	"Oct, 1981"	"1981/10"	2.69	31	0.00	17.80
	"District of Columbia"	"11"	"Nov, 1981"	"1981/11"	0.41	30	0.00	5.30
	"District of Columbia"	"11"	"Dec, 1981"	"1981/12"	2.11	31	0.00	27.80
	"District of Columbia"	"11"	"Jan, 1982"	"1982/01"	2.30	31	0.00	14.10
	"District of Columbia"	"11"	"Feb, 1982"	"1982/02"	3.39	28	0.00	21.10
	"District of Columbia"	"11"	"Mar, 1982"	"1982/03"	2.63	31	0.00	15.70
	"District of Columbia"	"11"	"Apr, 1982"	"1982/04"	3.13	30	0.00	39.50
	"District of Columbia"	"11"	"May, 1982"	"1982/05"	2.70	31	0.00	29.30
	"District of Columbia"	"11"	"Jun, 1982"	"1982/06"	4.42	30	0.00	29.10
	"District of Columbia"	"11"	"Jul, 1982"	"1982/07"	2.78	31	0.00	14.90
	"District of Columbia"	"11"	"Aug, 1982"	"1982/08"	2.44	31	0.00	20.60
	"District of Columbia"	"11"	"Sep, 1982"	"1982/09"	2.54	30	0.00	25.80
	"District of Columbia"	"11"	"Oct, 1982"	"1982/10"	1.75	31	0.00	22.00
	"District of Columbia"	"11"	"Nov, 1982"	"1982/11"	2.68	30	0.00	24.50
	"District of Columbia"	"11"	"Dec, 1982"	"1982/12"	1.63	31	0.00	20.00
	"District of Columbia"	"11"	"Jan, 1983"	"1983/01"	1.29	31	0.00	17.00
	"District of Columbia"	"11"	"Feb, 1983"	"1983/02"	3.03	28	0.00	43.70
	"District of Columbia"	"11"	"Mar, 1983"	"1983/03"	4.16	31	0.00	32.30
	"District of Columbia"	"11"	"Apr, 1983"	"1983/04"	6.76	30	0.00	55.50
	"District of Columbia"	"11"	"May, 1983"	"1983/05"	4.10	31	0.00	32.80
	"District of Columbia"	"11"	"Jun, 1983"	"1983/06"	5.37	30	0.00	34.70
	"District of Columbia"	"11"	"Jul, 1983"	"1983/07"	1.11	31	0.00	10.60
	"District of Columbia"	"11"	"Aug, 1983"	"1983/08"	2.35	31	0.00	22.00
	"District of Columbia"	"11"	"Sep, 1983"	"1983/09"	2.51	30	0.00	27.70
	"District of Columbia"	"11"	"Oct, 1983"	"1983/10"	4.72	31	0.00	53.40
	"District of Columbia"	"11"	"Nov, 1983"	"1983/11"	4.58	30	0.00	34.80
	"District of Columbia"	"11"	"Dec, 1983"	"1983/12"	5.43	31	0.00	39.10
	"District of Columbia"	"11"	"Jan, 1984"	"1984/01"	1.24	31	0.00	14.80
	"District of Columbia"	"11"	"Feb, 1984"	"1984/02"	3.53	29	0.00	35.10
	"District of Columbia"	"11"	"Mar, 1984"	"1984/03"	4.62	31	0.00	41.50
	"District of Columbia"	"11"	"Apr, 1984"	"1984/04"	3.67	30	0.00	26.10
	"District of Columbia"	"11"	"May, 1984"	"1984/05"	4.12	31	0.00	17.30
	"District of Columbia"	"11"	"Jun, 1984"	"1984/06"	1.65	30	0.00	18.30
	"District of Columbia"	"11"	"Jul, 1984"	"1984/07"	3.88	31	0.00	29.10
	"District of Columbia"	"11"	"Aug, 1984"	"1984/08"	2.71	31	0.00	11.50
	"District of Columbia"	"11"	"Sep, 1984"	"1984/09"	1.94	30	0.00	17.50
	"District of Columbia"	"11"	"Oct, 1984"	"1984/10"	2.51	31	0.00	32.10
	"District of Columbia"	"11"	"Nov, 1984"	"1984/11"	3.12	30	0.00	27.70
	"District of Columbia"	"11"	"Dec, 1984"	"1984/12"	1.22	31	0.00	11.00
	"District of Columbia"	"11"	"Jan, 1985"	"1985/01"	2.04	31	0.00	22.20
	"District of Columbia"	"11"	"Feb, 1985"	"1985/02"	2.69	28	0.00	42.30
	"District of Columbia"	"11"	"Mar, 1985"	"1985/03"	1.82	31	0.00	18.60
	"District of Columbia"	"11"	"Apr, 1985"	"1985/04"	0.24	30	0.00	2.70
	"District of Columbia"	"11"	"May, 1985"	"1985/05"	4.53	31	0.00	18.90
	"District of Columbia"	"11"	"Jun, 1985"	"1985/06"	1.82	30	0.00	26.30
	"District of Columbia"	"11"	"Jul, 1985"	"1985/07"	3.26	31	0.00	21.90
	"District of Columbia"	"11"	"Aug, 1985"	"1985/08"	1.81	31	0.00	13.30
	"District of Columbia"	"11"	"Sep, 1985"	"1985/09"	4.34	30	0.00	47.30
	"District of Columbia"	"11"	"Oct, 1985"	"1985/10"	2.96	31	0.00	24.90
	"District of Columbia"	"11"	"Nov, 1985"	"1985/11"	4.74	30	0.00	20.50
	"District of Columbia"	"11"	"Dec, 1985"	"1985/12"	0.71	31	0.00	11.70
	"District of Columbia"	"11"	"Jan, 1986"	"1986/01"	2.05	31	0.00	25.10
	"District of Columbia"	"11"	"Feb, 1986"	"1986/02"	3.31	28	0.00	13.40
	"District of Columbia"	"11"	"Mar, 1986"	"1986/03"	0.78	31	0.00	13.30
	"District of Columbia"	"11"	"Apr, 1986"	"1986/04"	2.64	30	0.00	16.80
	"District of Columbia"	"11"	"May, 1986"	"1986/05"	1.20	31	0.00	15.30
	"District of Columbia"	"11"	"Jun, 1986"	"1986/06"	1.29	30	0.00	8.30
	"District of Columbia"	"11"	"Jul, 1986"	"1986/07"	3.16	31	0.00	29.10
	"District of Columbia"	"11"	"Aug, 1986"	"1986/08"	3.83	31	0.00	18.00
	"District of Columbia"	"11"	"Sep, 1986"	"1986/09"	0.79	30	0.00	8.30
	"District of Columbia"	"11"	"Oct, 1986"	"1986/10"	1.65	31	0.00	15.90
	"District of Columbia"	"11"	"Nov, 1986"	"1986/11"	4.71	30	0.00	22.00
	"District of Columbia"	"11"	"Dec, 1986"	"1986/12"	4.71	31	0.00	55.30
	"District of Columbia"	"11"	"Jan, 1987"	"1987/01"	3.50	31	0.00	24.20
	"District of Columbia"	"11"	"Feb, 1987"	"1987/02"	1.83	28	0.00	21.20
	"District of Columbia"	"11"	"Mar, 1987"	"1987/03"	1.51	31	0.00	15.40
	"District of Columbia"	"11"	"Apr, 1987"	"1987/04"	2.82	30	0.00	24.10
	"District of Columbia"	"11"	"May, 1987"	"1987/05"	2.46	31	0.00	16.40
	"District of Columbia"	"11"	"Jun, 1987"	"1987/06"	3.45	30	0.00	29.80
	"District of Columbia"	"11"	"Jul, 1987"	"1987/07"	1.66	31	0.00	18.20
	"District of Columbia"	"11"	"Aug, 1987"	"1987/08"	1.36	31	0.00	7.30
	"District of Columbia"	"11"	"Sep, 1987"	"1987/09"	5.73	30	0.00	39.90
	"District of Columbia"	"11"	"Oct, 1987"	"1987/10"	2.34	31	0.00	39.10
	"District of Columbia"	"11"	"Nov, 1987"	"1987/11"	3.85	30	0.00	29.70
	"District of Columbia"	"11"	"Dec, 1987"	"1987/12"	2.02	31	0.00	18.10
	"District of Columbia"	"11"	"Jan, 1988"	"1988/01"	2.33	31	0.00	20.10
	"District of Columbia"	"11"	"Feb, 1988"	"1988/02"	2.34	29	0.00	13.90
	"District of Columbia"	"11"	"Mar, 1988"	"1988/03"	2.03	31	0.00	35.40
	"District of Columbia"	"11"	"Apr, 1988"	"1988/04"	2.10	30	0.00	23.90
	"District of Columbia"	"11"	"May, 1988"	"1988/05"	5.26	31	0.00	27.20
	"District of Columbia"	"11"	"Jun, 1988"	"1988/06"	0.87	30	0.00	10.40
	"District of Columbia"	"11"	"Jul, 1988"	"1988/07"	3.70	31	0.00	23.90
	"District of Columbia"	"11"	"Aug, 1988"	"1988/08"	2.79	31	0.00	22.10
	"District of Columbia"	"11"	"Sep, 1988"	"1988/09"	1.81	30	0.00	22.00
	"District of Columbia"	"11"	"Oct, 1988"	"1988/10"	1.61	31	0.00	20.60
	"District of Columbia"	"11"	"Nov, 1988"	"1988/11"	4.46	30	0.00	21.40
	"District of Columbia"	"11"	"Dec, 1988"	"1988/12"	1.00	31	0.00	13.30
	"District of Columbia"	"11"	"Jan, 1989"	"1989/01"	2.29	31	0.00	17.40
	"District of Columbia"	"11"	"Feb, 1989"	"1989/02"	2.97	28	0.00	28.50
	"District of Columbia"	"11"	"Mar, 1989"	"1989/03"	3.62	31	0.00	26.10
	"District of Columbia"	"11"	"Apr, 1989"	"1989/04"	3.31	30	0.00	14.80
	"District of Columbia"	"11"	"May, 1989"	"1989/05"	7.09	31	0.00	56.30
	"District of Columbia"	"11"	"Jun, 1989"	"1989/06"	4.85	30	0.00	20.60
	"District of Columbia"	"11"	"Jul, 1989"	"1989/07"	4.77	31	0.00	23.90
	"District of Columbia"	"11"	"Aug, 1989"	"1989/08"	0.45	31	0.00	3.20
	"District of Columbia"	"11"	"Sep, 1989"	"1989/09"	3.87	30	0.00	22.60
	"District of Columbia"	"11"	"Oct, 1989"	"1989/10"	4.45	31	0.00	37.20
	"District of Columbia"	"11"	"Nov, 1989"	"1989/11"	2.29	30	0.00	34.10
	"District of Columbia"	"11"	"Dec, 1989"	"1989/12"	1.95	31	0.00	21.80
	"District of Columbia"	"11"	"Jan, 1990"	"1990/01"	2.99	31	0.00	31.80
	"District of Columbia"	"11"	"Feb, 1990"	"1990/02"	1.66	28	0.00	11.90
	"District of Columbia"	"11"	"Mar, 1990"	"1990/03"	2.56	31	0.00	19.30
	"District of Columbia"	"11"	"Apr, 1990"	"1990/04"	4.00	30	0.00	25.90
	"District of Columbia"	"11"	"May, 1990"	"1990/05"	4.47	31	0.00	37.10
	"District of Columbia"	"11"	"Jun, 1990"	"1990/06"	2.68	30	0.00	19.40
	"District of Columbia"	"11"	"Jul, 1990"	"1990/07"	3.33	31	0.00	27.50
	"District of Columbia"	"11"	"Aug, 1990"	"1990/08"	6.11	31	0.00	55.00
	"District of Columbia"	"11"	"Sep, 1990"	"1990/09"	1.19	30	0.00	9.40
	"District of Columbia"	"11"	"Oct, 1990"	"1990/10"	4.47	31	0.00	59.70
	"District of Columbia"	"11"	"Nov, 1990"	"1990/11"	2.14	30	0.00	46.30
	"District of Columbia"	"11"	"Dec, 1990"	"1990/12"	4.27	31	0.00	22.70
	"District of Columbia"	"11"	"Jan, 1991"	"1991/01"	2.62	31	0.00	38.00
	"District of Columbia"	"11"	"Feb, 1991"	"1991/02"	0.84	28	0.00	3.60
	"District of Columbia"	"11"	"Mar, 1991"	"1991/03"	4.45	31	0.00	35.40
	"District of Columbia"	"11"	"Apr, 1991"	"1991/04"	1.56	30	0.00	17.80
	"District of Columbia"	"11"	"May, 1991"	"1991/05"	1.37	31	0.00	14.90
	"District of Columbia"	"11"	"Jun, 1991"	"1991/06"	1.91	30	0.00	13.40
	"District of Columbia"	"11"	"Jul, 1991"	"1991/07"	3.48	31	0.00	27.40
	"District of Columbia"	"11"	"Aug, 1991"	"1991/08"	1.64	31	0.00	26.90
	"District of Columbia"	"11"	"Sep, 1991"	"1991/09"	3.00	30	0.00	28.60
	"District of Columbia"	"11"	"Oct, 1991"	"1991/10"	2.12	31	0.00	25.70
	"District of Columbia"	"11"	"Nov, 1991"	"1991/11"	1.46	30	0.00	17.00
	"District of Columbia"	"11"	"Dec, 1991"	"1991/12"	3.99	31	0.00	32.10
	"District of Columbia"	"11"	"Jan, 1992"	"1992/01"	2.05	31	0.00	20.60
	"District of Columbia"	"11"	"Feb, 1992"	"1992/02"	2.12	29	0.00	11.90
	"District of Columbia"	"11"	"Mar, 1992"	"1992/03"	3.25	31	0.00	37.30
	"District of Columbia"	"11"	"Apr, 1992"	"1992/04"	2.45	30	0.00	36.80
	"District of Columbia"	"11"	"May, 1992"	"1992/05"	3.38	31	0.00	26.10
	"District of Columbia"	"11"	"Jun, 1992"	"1992/06"	2.06	30	0.00	14.70
	"District of Columbia"	"11"	"Jul, 1992"	"1992/07"	4.99	31	0.00	29.40
	"District of Columbia"	"11"	"Aug, 1992"	"1992/08"	2.11	31	0.00	11.10
	"District of Columbia"	"11"	"Sep, 1992"	"1992/09"	4.15	30	0.00	26.80
	"District of Columbia"	"11"	"Oct, 1992"	"1992/10"	1.71	31	0.00	24.90
	"District of Columbia"	"11"	"Nov, 1992"	"1992/11"	3.75	30	0.00	22.90
	"District of Columbia"	"11"	"Dec, 1992"	"1992/12"	3.19	31	0.00	40.90
	"District of Columbia"	"11"	"Jan, 1993"	"1993/01"	2.44	31	0.00	25.90
	"District of Columbia"	"11"	"Feb, 1993"	"1993/02"	2.22	28	0.00	22.00
	"District of Columbia"	"11"	"Mar, 1993"	"1993/03"	6.29	31	0.00	48.70
	"District of Columbia"	"11"	"Apr, 1993"	"1993/04"	4.10	30	0.00	32.70
	"District of Columbia"	"11"	"May, 1993"	"1993/05"	3.25	31	0.00	24.50
	"District of Columbia"	"11"	"Jun, 1993"	"1993/06"	1.75	30	0.00	21.60
	"District of Columbia"	"11"	"Jul, 1993"	"1993/07"	1.76	31	0.00	11.90
	"District of Columbia"	"11"	"Aug, 1993"	"1993/08"	3.76	31	0.00	53.10
	"District of Columbia"	"11"	"Sep, 1993"	"1993/09"	3.42	30	0.00	17.40
	"District of Columbia"	"11"	"Oct, 1993"	"1993/10"	2.17	31	0.00	20.00
	"District of Columbia"	"11"	"Nov, 1993"	"1993/11"	4.99	30	0.00	71.60
	"District of Columbia"	"11"	"Dec, 1993"	"1993/12"	3.75	31	0.00	31.90
	"District of Columbia"	"11"	"Jan, 1994"	"1994/01"	3.88	31	0.00	27.40
	"District of Columbia"	"11"	"Feb, 1994"	"1994/02"	3.76	28	0.00	33.20
	"District of Columbia"	"11"	"Mar, 1994"	"1994/03"	6.85	31	0.00	48.70
	"District of Columbia"	"11"	"Apr, 1994"	"1994/04"	1.81	30	0.00	11.80
	"District of Columbia"	"11"	"May, 1994"	"1994/05"	2.17	31	0.00	13.30
	"District of Columbia"	"11"	"Jun, 1994"	"1994/06"	1.89	30	0.00	12.70
	"District of Columbia"	"11"	"Jul, 1994"	"1994/07"	3.46	31	0.00	17.70
	"District of Columbia"	"11"	"Aug, 1994"	"1994/08"	4.48	31	0.00	24.50
	"District of Columbia"	"11"	"Sep, 1994"	"1994/09"	2.66	30	0.00	29.20
	"District of Columbia"	"11"	"Oct, 1994"	"1994/10"	1.18	31	0.00	18.60
	"District of Columbia"	"11"	"Nov, 1994"	"1994/11"	1.80	30	0.00	13.10
	"District of Columbia"	"11"	"Dec, 1994"	"1994/12"	1.83	31	0.00	17.80
	"District of Columbia"	"11"	"Jan, 1995"	"1995/01"	3.33	31	0.00	33.30
	"District of Columbia"	"11"	"Feb, 1995"	"1995/02"	1.66	28	0.00	14.70
	"District of Columbia"	"11"	"Mar, 1995"	"1995/03"	1.38	31	0.00	35.30
	"District of Columbia"	"11"	"Apr, 1995"	"1995/04"	1.62	30	0.00	14.10
	"District of Columbia"	"11"	"May, 1995"	"1995/05"	3.88	31	0.00	15.90
	"District of Columbia"	"11"	"Jun, 1995"	"1995/06"	2.85	30	0.00	24.20
	"District of Columbia"	"11"	"Jul, 1995"	"1995/07"	2.40	31	0.00	17.70
	"District of Columbia"	"11"	"Aug, 1995"	"1995/08"	1.70	31	0.00	39.20
	"District of Columbia"	"11"	"Sep, 1995"	"1995/09"	2.74	30	0.00	24.80
	"District of Columbia"	"11"	"Oct, 1995"	"1995/10"	5.69	31	0.00	49.00
	"District of Columbia"	"11"	"Nov, 1995"	"1995/11"	4.15	30	0.00	28.90
	"District of Columbia"	"11"	"Dec, 1995"	"1995/12"	2.02	31	0.00	19.00
	"District of Columbia"	"11"	"Jan, 1996"	"1996/01"	5.13	31	0.00	26.60
	"District of Columbia"	"11"	"Feb, 1996"	"1996/02"	2.12	29	0.00	17.70
	"District of Columbia"	"11"	"Mar, 1996"	"1996/03"	2.91	31	0.00	25.40
	"District of Columbia"	"11"	"Apr, 1996"	"1996/04"	3.07	30	0.00	23.70
	"District of Columbia"	"11"	"May, 1996"	"1996/05"	5.11	31	0.00	17.30
	"District of Columbia"	"11"	"Jun, 1996"	"1996/06"	4.11	30	0.00	23.90
	"District of Columbia"	"11"	"Jul, 1996"	"1996/07"	4.87	31	0.00	25.90
	"District of Columbia"	"11"	"Aug, 1996"	"1996/08"	3.28	31	0.00	44.30
	"District of Columbia"	"11"	"Sep, 1996"	"1996/09"	7.21	30	0.00	62.10
	"District of Columbia"	"11"	"Oct, 1996"	"1996/10"	3.73	31	0.00	38.70
	"District of Columbia"	"11"	"Nov, 1996"	"1996/11"	3.58	30	0.00	71.10
	"District of Columbia"	"11"	"Dec, 1996"	"1996/12"	4.74	31	0.00	45.50
	"District of Columbia"	"11"	"Jan, 1997"	"1997/01"	2.17	31	0.00	15.00
	"District of Columbia"	"11"	"Feb, 1997"	"1997/02"	2.59	28	0.00	21.10
	"District of Columbia"	"11"	"Mar, 1997"	"1997/03"	3.97	31	0.00	30.10
	"District of Columbia"	"11"	"Apr, 1997"	"1997/04"	2.13	30	0.00	20.60
	"District of Columbia"	"11"	"May, 1997"	"1997/05"	1.97	31	0.00	40.10
	"District of Columbia"	"11"	"Jun, 1997"	"1997/06"	2.37	30	0.00	18.60
	"District of Columbia"	"11"	"Jul, 1997"	"1997/07"	1.15	31	0.00	8.50
	"District of Columbia"	"11"	"Aug, 1997"	"1997/08"	3.16	31	0.00	65.00
	"District of Columbia"	"11"	"Sep, 1997"	"1997/09"	2.75	30	0.00	31.40
	"District of Columbia"	"11"	"Oct, 1997"	"1997/10"	2.77	31	0.00	24.80
	"District of Columbia"	"11"	"Nov, 1997"	"1997/11"	5.56	30	0.00	89.10
	"District of Columbia"	"11"	"Dec, 1997"	"1997/12"	1.63	31	0.00	8.30
	"District of Columbia"	"11"	"Jan, 1998"	"1998/01"	4.55	31	0.00	32.70
	"District of Columbia"	"11"	"Feb, 1998"	"1998/02"	5.45	28	0.00	51.40
	"District of Columbia"	"11"	"Mar, 1998"	"1998/03"	5.12	31	0.00	31.60
	"District of Columbia"	"11"	"Apr, 1998"	"1998/04"	3.31	30	0.00	22.20
	"District of Columbia"	"11"	"May, 1998"	"1998/05"	3.57	31	0.00	18.00
	"District of Columbia"	"11"	"Jun, 1998"	"1998/06"	4.37	30	0.00	21.80
	"District of Columbia"	"11"	"Jul, 1998"	"1998/07"	1.52	31	0.00	20.30
	"District of Columbia"	"11"	"Aug, 1998"	"1998/08"	1.16	31	0.00	17.60
	"District of Columbia"	"11"	"Sep, 1998"	"1998/09"	1.59	30	0.00	17.00
	"District of Columbia"	"11"	"Oct, 1998"	"1998/10"	1.32	31	0.00	33.80
	"District of Columbia"	"11"	"Nov, 1998"	"1998/11"	0.99	30	0.00	12.00
	"District of Columbia"	"11"	"Dec, 1998"	"1998/12"	1.38	31	0.00	12.10
	"District of Columbia"	"11"	"Jan, 1999"	"1999/01"	4.67	31	0.00	33.60
	"District of Columbia"	"11"	"Feb, 1999"	"1999/02"	2.73	28	0.00	18.90
	"District of Columbia"	"11"	"Mar, 1999"	"1999/03"	3.21	31	0.00	29.40
	"District of Columbia"	"11"	"Apr, 1999"	"1999/04"	1.95	30	0.00	10.40
	"District of Columbia"	"11"	"May, 1999"	"1999/05"	1.46	31	0.00	14.10
	"District of Columbia"	"11"	"Jun, 1999"	"1999/06"	1.89	30	0.00	15.80
	"District of Columbia"	"11"	"Jul, 1999"	"1999/07"	0.99	31	0.00	6.00
	"District of Columbia"	"11"	"Aug, 1999"	"1999/08"	4.27	31	0.00	43.80
	"District of Columbia"	"11"	"Sep, 1999"	"1999/09"	8.13	30	0.00	91.20
	"District of Columbia"	"11"	"Oct, 1999"	"1999/10"	2.01	31	0.00	19.60
	"District of Columbia"	"11"	"Nov, 1999"	"1999/11"	1.67	30	0.00	28.70
	"District of Columbia"	"11"	"Dec, 1999"	"1999/12"	2.39	31	0.00	26.50
	"District of Columbia"	"11"	"Jan, 2000"	"2000/01"	2.77	31	0.00	21.40
	"District of Columbia"	"11"	"Feb, 2000"	"2000/02"	1.86	29	0.00	20.10
	"District of Columbia"	"11"	"Mar, 2000"	"2000/03"	2.94	31	0.00	42.00
	"District of Columbia"	"11"	"Apr, 2000"	"2000/04"	3.73	30	0.00	32.70
	"District of Columbia"	"11"	"May, 2000"	"2000/05"	2.09	31	0.00	18.40
	"District of Columbia"	"11"	"Jun, 2000"	"2000/06"	4.25	30	0.00	21.70
	"District of Columbia"	"11"	"Jul, 2000"	"2000/07"	3.68	31	0.00	24.80
	"District of Columbia"	"11"	"Aug, 2000"	"2000/08"	3.40	31	0.00	20.60
	"District of Columbia"	"11"	"Sep, 2000"	"2000/09"	3.70	30	0.00	44.30
	"District of Columbia"	"11"	"Oct, 2000"	"2000/10"	0.21	31	0.00	1.50
	"District of Columbia"	"11"	"Nov, 2000"	"2000/11"	1.68	30	0.00	13.10
	"District of Columbia"	"11"	"Dec, 2000"	"2000/12"	2.24	31	0.00	35.80
	"District of Columbia"	"11"	"Jan, 2001"	"2001/01"	2.23	31	0.00	29.90
	"District of Columbia"	"11"	"Feb, 2001"	"2001/02"	1.86	28	0.00	14.10
	"District of Columbia"	"11"	"Mar, 2001"	"2001/03"	4.04	31	0.00	31.50
	"District of Columbia"	"11"	"Apr, 2001"	"2001/04"	1.55	30	0.00	14.20
	"District of Columbia"	"11"	"May, 2001"	"2001/05"	3.48	31	0.00	30.90
	"District of Columbia"	"11"	"Jun, 2001"	"2001/06"	4.14	30	0.00	31.60
	"District of Columbia"	"11"	"Jul, 2001"	"2001/07"	4.20	31	0.00	22.70
	"District of Columbia"	"11"	"Aug, 2001"	"2001/08"	2.87	31	0.00	26.60
	"District of Columbia"	"11"	"Sep, 2001"	"2001/09"	1.45	30	0.00	18.30
	"District of Columbia"	"11"	"Oct, 2001"	"2001/10"	0.66	31	0.00	10.50
	"District of Columbia"	"11"	"Nov, 2001"	"2001/11"	0.86	30	0.00	18.30
	"District of Columbia"	"11"	"Dec, 2001"	"2001/12"	1.48	31	0.00	14.50
	"District of Columbia"	"11"	"Jan, 2002"	"2002/01"	1.45	31	0.00	16.90
	"District of Columbia"	"11"	"Feb, 2002"	"2002/02"	0.46	28	0.00	4.00
	"District of Columbia"	"11"	"Mar, 2002"	"2002/03"	3.10	31	0.00	22.10
	"District of Columbia"	"11"	"Apr, 2002"	"2002/04"	3.18	30	0.00	47.10
	"District of Columbia"	"11"	"May, 2002"	"2002/05"	2.66	31	0.00	21.10
	"District of Columbia"	"11"	"Jun, 2002"	"2002/06"	3.05	30	0.00	29.90
	"District of Columbia"	"11"	"Jul, 2002"	"2002/07"	2.87	31	0.00	29.50
	"District of Columbia"	"11"	"Aug, 2002"	"2002/08"	3.04	31	0.00	48.60
	"District of Columbia"	"11"	"Sep, 2002"	"2002/09"	2.31	30	0.00	25.70
	"District of Columbia"	"11"	"Oct, 2002"	"2002/10"	4.91	31	0.00	42.90
	"District of Columbia"	"11"	"Nov, 2002"	"2002/11"	3.84	30	0.00	36.10
